,댓글 작성자,댓글,좋아요 개수,하트 유/무
1704,도깨비,2020년 지금봐도 빡침 우리연아가 어째서 저런 싼티나는 러샤형광나방보다 점수가 낮은거야?,0,없음
1705,유무리 / ゆむり,그래서 소트코니바 ? 소트니쿠바 ? 걔가 누군데 ㅋㅋ,0,없음
1706,안건우,썸네일 이렐리아인줄,0,없음
1707,흑우,나만 소리 ㅈ도 이상하게 안들림?,4,없음
1708,이용석,ㅋㅋㅋㅋ 소트니 빙신같게 나방쑈 하는거 생각나네,0,없음
1709,문진경,으아아아아..휴,0,없음
1710,김자,혼술할때 본다,0,없음
1711,ᄐ ᅢᄐ ᅢ,소리가 않들려요,0,없음
1712,시무룩고양이,근데 나만 소리 이상하게 들려요?,0,없음
1713,이상호,메달 색이 중요하랴,0,없음
1714,ㅇ?,이때 진짜 ㅈㄴ울었는데 ...새벽4시에 질질짬,0,없음
1715,징징되면 혼난다⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻,썩었어...,0,없음
1716,오정현,후빨니코바.,0,없음
1717,박정은,요즘 재미없는게 저 이후 점수를 너무 후하게뿌림 네바퀴라면서 발띄기전에몸이 반이상돌아가있더라 점프겜인건가?,0,없음
1718,보이스카웃,백인들의 치졸함을 보여준 판정,2,없음
1719,ll l,소리 왜이럼 ?,1,없음
1720,버더,소리가 왜이래?,0,없음
1721,소울하모닉앙상블,가슴아프네요..진짜..마음아퍼요 ㅜㅜ,2,없음
1722,Faith L,이때 경기 봤을때 6학년땐데 이젠 고등학생이네... 아직도 소치올림픽만 보면 정말 멋진 경기라고 생각하고 정말 완벽한 은퇴무대인 것 같은데  마음 한 켠 에선 씁쓸함이 느껴져요. 김연아 선수가 얼마나 많은 노력을 했는데 이런식으로 은퇴경기를 망쳐버리다니😢 김연아님께 미안한 감정까지 드네요ㅠㅠ 슬프고 답답하네요. 하...,0,없음
1723,다채로운,한국힘없는게 너무나도 미안한 영상ㅜㅜㅜ연아언니미안해ㅜ,2,없음
1724,H JE,외국에서도 저리말할정도면 사과라도 처하고 반성하던가...  ㄹㅇ 부모님 속은 얼마나 더 힘들었을까,1,없음
1725,이지혜,우리 연아 메달 내놔.............................ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,없음
1726,서지영,true champion~!!☆,3,없음
1727,샤피로,첫 점수 전광판에 떴을때 154점이었다함.헌데 계속 줄어들더니 10점이나 싹뚝 자른거..그리곤 핑계로 소트니코바가 트리플룹 한개 더 뛰었다고.스핀도 연아선수 허리부상으로 한개만 레벨3에 맞춘건데 소트니코바는 레벨4라고 거기서 차이가났다고 둘러댐.실제로 점수도 딱 점프하나차이정도였음.연아선수 경기직전 미국선수 점수주는데만 15분 딜레이시켜서 연아선수 계속 긴장하게 만듬.몸이 굳지 않게 하려고 연아선수 계속 빙판 돌고 연습했음,1,없음
1728,Mason 76,아니 그래.. 개최국 선수 유리하게 해주는건 뭐 그렇다 치자고. 근데 명백한 실책을 무효로 쳐주는 개짓거리는 하지 말아야 할거 아니야?.. 그 꽈당쇼가 위 영상과 비교해봤을때 대체 어느면에서 우월하단건데. 이러니까 피겨스케이팅은 스포츠가 아닌 정치라고 욕얻어먹는거지.,4,없음
1729,어이가없네,외신들도 대놓고 언론에 소트니는 금메달 강도자라거 비판한 날 진짜 이날 점수보고 너무 어이가 없었다,1,없음
1730,성큰,저때 정말 분노를 넘어서서 실소했다. 러시아.. 정말 수준낮고 더러운나라다. 연아퀸은 강제로 금메달을 빼앗겼지만 누구도 잊을수없는 가장아름답고 빛나는 은메달을 얻었다. 그녀가 한국인이라는것이 너무나도 자랑스럽다.,0,없음
1731,방탄비빔Vbim,진짜 말도 안된다,0,없음
1732,ㅇ,우리나라도 88올림픽에서 정말 어마어마했었지... 러시아가 진짜 엄청나게 빡쳐했었고...,0,없음
1733,엑소에리,진짜 간단하게 몇번이나 넘어진 선수랑 단 한번도 넘어지지 않은 선수 둘 중 누가 더 잘하는건지 생각을 해보라고 아 올만에 보고 또 화가나네..,0,없음
1734,Dam Im,와......이탈리아 해설진은 ㄹㅇ 팩트로 두드려 패네..........존나 빡치는데도 속이 후련하게 만들어줌,0,없음
1735,S K,김연아 점수발표 후 잠깐 슬픈 눈을 하다가 미소짓는 거 너무 마음 아픔... 이미 험악한 분위기 때문에 예상 했기에 그저 담담하게 받아들이는 연느 모습 ㅜㅜㅜ 나같았으면 너무 분하고 억울해서 며칠 몸져 누웠을듯 ㄷ ㄷ,0,없음
1736,박선,허~~ 금메달 얻으면 축하해줄 것 같니?? 단지 대한민국 국민으로서 화난것 뿐만이 아니라 심사위원도 어이없고  당황스러워하시는데~~,0,없음
1737,공옥순,더이상의 진짜 피겨는없다.,0,없음
1738,염염승빈,어딜봐서 김연아가 2등이냐.. 아무것도 모르는 내가 봐도 금메달을 받아야 할 사람은 연아누나인데..,0,없음
1739,프로선플러,예술이나 퍼포먼스 연기력을 가지고 평가를 하느 종목은 딱 듣기에는 되게 주관적인거 같은데 오히려 안그렇다는 걸 느끼게 함.. 누가봐도 김연아가 금메달이야. 아무도 인정안해 러시아 녀,0,없음
1740,ᄊᄇ,이때 당시에 봤었던 어린나도 뭔가 크게 잘못된걸 알았었지.,2,없음
1741,계란말이,소트니코바도 양심없고 예의없었는데 진짜 나쁜 건 심사위원들임 결과를 책임지는 건 공정한 심사를 하는 심판인데 기본도 안지키는 것들이 어디 심판이라고 국제경기에서 권력 남용을 해; 소트니코바 방패막이로 세워놓고 뒤로 쏙 빠진 심판들 아주 저질임,0,없음
1742,최승현,아니.... 근데 은메달따고 왜 우는거야 항상....,0,없음
1743,Dae bak,소치가 아닌 수치올림픽..😡😠 올림픽 역사에 길이 남을겁니다.,1,없음
1744,js l,오랜만에 봤는데 또 열받는다,0,없음
1745,개소름,소치 저 당시에는 정말 러시아에 대해 분노하고 솥뚜껑 죽여버리고 싶었지만 시간이 많이 지나고 지금 와서 생각해 보면 소트니코바도 희생양이 아니었을까.. 가짜 올림픽 챔피언을 어느 누구도 인정해 주지 않잖아. 러시아 일본 미국 전부 다 짜고 치는 고스톱판이 피겨판..연아 떠나고 피겨에는 관심이 1도 없음.. 피겨 강대국 매수스포츠에서 연아는 오로지 실력으로 여왕 자리에 오른 선수다.,0,없음
1746,오은미,비교의 대상이 안되잖아요~란 해설자분의 격앙된 목소리에 화가 가라앉네요,0,없음
1747,짝수이야기,금메달 ㅜㅜ 시간지나면 지날수록 회자되니께 ~  커리어 면에서는 안타깝지만 먼훗날 플러스가 더많을듯 향후 50년이상 전세계 피겨세계에서 이이야기 나올듯,2,없음
1748,Dongle,판정도핑+ㄹㅇ도핑 선수들을 실력으로 비볐으니 러시아입장에서도 공포이지 않았을까 만약 수틀렸으면 러시아 푸틴이 가만히 있냐고... 만약 은퇴 번복하고 평창까지 했어도 메달권 가능했을텐데 아쉬움,0,없음
1749,혁엘,나라가 힘이 없어 어이없게 금메달 뺏김 연아님 다시봐도 퀸이네요.,0,없음
1750,국울,소트니코바 진심으로 연느 144.19점 확정이고 자기 1등인 거 알때 달려가는데 너무 역겨웠다 진짜 다른 기분 안들고 역겨웠다라는 기분만 들었음 올림픽도 잘 몰랐는데 너무 화가 났다 아직도 역겨운 러시아....개최국이라는 이름으로 그러지마 추악해보여,1,없음
1751,별다섯개,"아~~속상해! 본인은 얼마나 속상할까?,",0,없음
1752,차차차,연아도 자신이 넘사벽이라는걸 스스로도 안다. 밴쿠버 때도 쇼트 클린하고 1위를 예상했었다고 했으니까.. 그리고 자신의 처지가 때론 너무 화나고 불쌍하다고 느껴질 때도 많았다고 한다. 그걸 다 이겨내고 마지막까지 클린 연기를 펼친 여왕님. 넘사벽 실력을 갖춘 전세계에서 가장 스케이트를 잘 타는 선수가 올클린했는데 2위.. 그것도 낮은 점수.. 여왕님 겉으론 웃고 계셔도 바로 눈물 훔치는게 얼마나 마음 아플지 상상도 안간다. 대놓고 편파판정을 당했다. 이건 김연아뿐만이 아니라 대한민국 자체를 얕보는거다. 정말 화가난다. 이런 대우에 아무런 반응조차 취하지않는건 도대체 뭐하는건지싶다. 러시아 양심이 있으면 금메달 돌려줘야 한다. 마지막으로 소트니코바 썅년,0,없음
1753,수수,진짜 이럴거면 올림픽 왜하나 모르겠다,2,없음
1754,Ziaop,스포츠가 아니게되었다,2,없음
1755,막막,정정 당당은 옛말이야 ㅋㅋㅋ돈많이주면 그만이였네 ㅋㅋ,2,없음
1756,Inner peace,이 사건 이후로 피겨가 싫어졌다 올림픽의 존재이유인 스포츠정신을 상실하다니 정상에 혐오스러운 심판들이 있다면 피겨는 없어져야 마땅함 심판할 자격도 없는 족속들 앞에서 김연아는 항상 그랬듯이 최고였고 명예는 흠집도 안났다 노력은 가상했지만 그냥 올림픽 피겨종목 명예가 실추됐을뿐,0,없음
1757,K Psychology,부끄러움을 모르는 정부에 체육인에 그 국민들이다. 내가 저 국민이었다면 아마 창피해서 바로 채널 돌렸을꺼다.,0,없음
1758,koreatrip Q,이탈리아에서저정도로말하느거면 러시아가얼마나몰상식한나라인지 아는거임  미친...연느님을울리다니,1,없음
1759,판도라의 목록TV,아무리 봐도 화나. 원래 비리는 공식적으로 전문가들이 판단해보고 이건 결과에 비리가 있다 싶으면 손보잖아. 솔직히 우리가 알바해서 아이스크림만 몇달 퍼줘도 많이 줬구나 덜 줬구나 모양이 이상하구나 다 보이는데 저게 넘어갔다고? 이건 제재가 필요하다. 엄연한 불법이고 범죄다. 하루에 몇시간씩 수없이 많은 날들을 연습하는데 이런 빅엿이라니ㅗ,0,없음
1760,굿닥터,김연아가 아니더라도 다른 쟁쟁한 선수들이 였음 말을안해 어디서 갑자기 개못하던 소트니가받으니 논란이지 원래 다른 러시아 자국선수줄라고 했다가 그 선수가 넘어지고 실수많이해서 그선수는 줄수가없었고 그나마 실수안한 소트니가 받은거다 순위안에드는것도 민망한수준으로 말이다,0,없음
1761,이경애,영원한  여왕 !!!김  연   아~더러운 소치~이 영상  오리신분 감사해요  세월이 지나면  국보가될것임,0,없음
1762,정천,볼때마다 열받는다~ 에혀,2,없음
1763,민김,이럴때 나라가 나서서 적극항의해야지 하여튼간에 ㅋㅋ,0,없음
1764,hu wo,한국이 힘이 없으니까 ㅈㄴ 무시당한 것 아니냐,1,없음
1765,손가락 자른 놈,지금봐도 욕나오네 그때 생방 보면서 울형이랑 욕 엄청 했던 기억이..,1,없음
1766,오광남,적어도 소트니코바가 메달권 실력은 아니었던거로 기억한다 연아뿐만 아니라 다른나라 선수들도 억울했다고 본다,0,없음
1767,조성만,러시아가 지난 2018 평창동계올림픽때 국가자격으로 출전금지 당한이유...,0,없음
1768,업그레이드,그리고 러시아는 4년 후에 러시아라는 이름과 국기를 사용하지 못했지.,0,없음
1769,부자.빈이,그냥  연아가 최고다...사기꾼들 ㅋㅋ 금메달은 니가 가져갔지만 아무도 널 인정하지않는다...세계최고는 연아다!!!,1,없음
1770,냐옹,소트니코바는 불행하다. 죽을때까지 수치스런 금메달 가지고 살아야 하는게 불쌍타..,0,없음
1771,재미잼,매번 국가질 점수장난질.. 이런피겨계는 망할수 밖에... 연아선수가 있어서 참고 봤었지 바뀌지않는다면 피겨는 점점 하락할것,3,없음
1772,김에녹,생각만해도열받아!,0,없음
1773,try Re,"아 잘려고 누워서 보는데, 빡쳐서 잠이 다깨네...",2,없음
1774,ky b,김연아 해탈한 미소,0,없음
1775,__센치__,프로 아니네 누가 금메달이고 누가 은메달인지 예측하는 저질 해설자가 어딨어,0,없음
1776,15 0,저렇게 명예도 없는 금메달 받아서 좋을까싶다,0,없음
1777,그사랑,한국에서 김연아 이상으로 피겨선수는 더이상 안나오겠지...,0,없음
1778,박love,피겨전설들도 소트니코바 금 인정안했었지!  주최국의 역사에남을조작횡포,2,없음
1779,잉훈,아오 ㅆㅂ... 지금 봐도 열받네 진짜,0,없음
1780,유냥,인종차별은 아니겟지? 챔피언는 누가 뭐래도 연아언니다 히융,0,없음
1781,수려한 윤주씨,스포츠의 페어플레이 정신은 심사위원들로 인해 전멸했다,0,없음
1782,경옥송,"누가 최고인지 눈있으면 다봤고, 양심있으면 다 인정한다!!!    수준이하의 더런것들이 심판이라고 앉아있는데서 보여줄 연기가 아니었다 !!!!!!",0,없음
1783,김혜선,스포츠는 둘째치고 이게바로 정치라고 합니다. 러시아가 아이스하키에서 형편없게 져서 국제연맹에서 그대신 위로상으로 금메달을 선물했다할까? 그게 바로 한국이 세계정치에 아무힘이 없다는 뜻이에요.저건 도둑질이죠  뭐 저건 너도 알고 나도 알고 모두가 아는 일....개최국이란 이름으로 하는 도둑질,0,없음
1784,아쏴라비아,이걸로 얼마나 소치 올림픽이 사기 올림픽이였는지 만 천하에 들어났죠~ 역시 여왕님의 업적!!! 본인의 금매달을 희생하여..전 세계빙상인들에게 경종을 울린 사건~ . 형광나방은 바로 잠수~,0,없음
1785,ᆞ루비,날강도 이럴때쓰는 단어다,0,없음
1786,Jake Han,저도요.. 2019년에 와서빡치는 영상.. 투풋랜딩으로 금메달 받는 소트니코바.. ㅎㅎ,0,없음
1787,킴스맨,주변국들중에 정상이없다~,1,없음
1788,이우주,외국에서 김연아를 보는거랑 우리나라에서 볼트를 보는거랑 비슷한가보네,0,없음
1789,은하수,은메달 도 영광이쥐 나같으면 노메달이다 김연아 연기 항상 똑같다..,0,없음
1790,ᄒᄋ,근데 해설자들도 말하는거 보면 약간 소치 점수조작을 미리 예상하고 있는거같음 뭔가,1,없음
1791,arang arang,올림픽 역사에 길이 남을  사기극~~~!!,0,없음
1792,디어로제,연아의 메달은 은빛 금메달이라고 하죠~,0,없음
1793,Xmas,다시봐도 어이가없어서 할말이 없냐,0,없음
1794,Bell NooDle,그래서 금메달을 딴 선수는 지금 머하고 있나?,1,없음
1795,``,소트니코바는 메달을 그렇게 해서라도 땄으면 열심히라도 하지 얼마 안가서 은퇴하고 ... 스포츠에 대한 모독이야,0,없음
1796,꽃냥,소트니는 역사적 망신 김연아는 역사적 여신,0,없음
1797,5 May,소트니 실수 엄청 하던데 뭐 ㅋㅋㅋ 지금 영상만 찾아봐도 사람들은 인정 안함 ㅋㅋ 넘어지고 난리더만 ㅋㅋㅋㅋㅋㅋ,2,없음
1798,다다,저렇게 비겁하게 1등하는게 좋나? 의미가 있나 진심으로 궁금해 대놓고 누구도 1등으로 인정해주지 않는데 자기도 알잖아 금메달이 진짜 자기게 아닌거 그게 더 기분 별로일것같은데,0,없음
1799,오곡코코볼,이때 러시아방송 해설 듣고싶음,0,없음
1800,Crystal Kim,진짜 우리 연아님은 국적이 최대 약점이었다... 캐나다나 미국 유럽 강대국 같았으면 저런일도 없었을꺼고 일어난다고 해도 바로 항의했겠지... 돈만 쳐먹고 할일안하는 빙상연맹 넘들 ㅉ,0,없음
1801,VioletTEA,대놓고 금메달훔쳐가도 피겨전문가들도 선수들도 다 알아도 바로잡지못하는거부터가 이미 망한 스포츠다 피겨는무슨..자본과 연맹 국가의 힘겨루기판이구만,0,없음
1802,heidi lee,언젠가 꼭 바로 잡아지리라!!,0,없음
